Retorno_Anual;Volatilidade;Sharpe;Pareto_Eficiente;Peso_AAPL;Peso_AMZN;Peso_BRK_B;Peso_GOOGL;Peso_JNJ;Peso_JPM;Peso_MSFT;Peso_XOM
0,235884;0,232497;1,014568;0;0,15308739886118589;0,08040382958326255;0,13703357925359305;0,06705985293433554;0,03324602750967999;0,20093884229347603;0,18879875360917125;0,1394317159552956
0,212597;0,212887;0,998635;0;0,03978329883106689;0,1117352399240391;0,05608422897594299;0,012029502884593181;0,31218855411215113;0,018426784196227355;0,37578485073278106;0,07396754034319825
0,187989;0,209822;0,895943;0;0,020161518482815943;0,07687914745713088;0,20317498236860415;0,12975595668485151;0,16177977081984118;0,10588773123944492;0,1160621415077447;0,18629875143956662
0,201124;0,219692;0,915482;0;0,02326761877831683;0,05445248145301808;0,02025212362121132;0,35605887087538873;0,23357279390440303;0,0032584037694327814;0,09904644152861997;0,2100912660696092
0,199118;0,218963;0,909366;0;0,017754900754762163;0,07481673677936614;0,22028292823614853;0,003078915861962165;0,10657340151716943;0,031461341628994034;0,2302129974543337;0,31581877776726386
0,238189;0,234157;1,017219;0;0,2758376908267853;0,06141833679205141;0,18924467719448243;0,17783890316155962;0,0367195096837897;0,16868342625595656;0,0036027561889023464;0,0866546998964727
0,20964;0,236469;0,886545;0;0,06854116160236812;0,03369095592716358;0,020998301225275254;0,31249585101313476;0,1089116870339917;0,3383147971964318;0,01772423028909104;0,0993230157125439
0,190722;0,211603;0,90132;0;0,10883753002480395;0,21953485716847143;0,053873870994180076;0,1380020678696465;0,30476976173331244;0,1342892153111022;0,03722535487807163;0,003467342020411752
0,242219;0,226323;1,070237;0;0,1283011766198222;0,0013514719833921903;0,13056900860099074;0,04732059660198846;0,17588871472957887;0,10079197801584068;0,388628091226676;0,02714896222171076
0,212823;0,225434;0,944059;0;0,12325600213282097;0,0434706874324039;0,05527923668389216;0,08351097684786946;0,1749582552308269;0,35013375089962184;0,12365107844542288;0,045740012327142004
0,218569;0,237389;0,920721;0;0,14911454683354844;0,36464848389991866;0,07436492979850966;0,031908817736206574;0,11936350615467058;0,09229455573656317;0,09578496872474505;0,07252019111583767
0,166191;0,228453;0,72746;0;0,0043510411093040735;0,0018247657037764656;0,44517108679245326;0,056478303430759644;0,049074158657783876;0,11517166329605244;0,02491202576543113;0,3030169552444392
0,213084;0,212564;1,002447;0;0,17246019203716123;0,01046606495547901;0,06040322711956163;0,23610227606910883;0,3235528350228501;0,07039540206105777;0,10619795779681422;0,0204220449379675
0,25673;0,235818;1,088676;0;0,429444333610093;0,02392986474493355;0,2596953517806588;0,09523461110127457;0,08497478616477439;0,06527337401033094;0,023811536944739125;0,017636141643195713
0,212709;0,243356;0,874067;0;0,023245772066973015;0,01925600745023761;0,14112940670273827;0,040220670037751795;0,005560566049723823;0,32449782223929835;0,2008646969819614;0,24522505847131562
0,296904;0,257753;1,151893;0;0,49348746546415745;0,017854516314265274;0,04715955939475924;0,13269860119113175;0,1112948988609704;0,015618813755612363;0,15813067985149667;0,02375546516760681
0,205145;0,240142;0,854266;0;0,04663910084818537;0,14173408850212726;0,16544713286747992;0,15972443139333953;0,017661405504551555;0,3864367902106811;0,0568247539637693;0,025532296709865867
0,218424;0,232427;0,939756;0;0,1920787034399559;0,2725257255999604;0,17331382050804287;0,14504033545415543;0,09314704713574079;0,07001164255571954;0,007960125735995473;0,045922599570429566
0,23668;0,23378;1,012404;0;0,10846123520688562;0,06995776018113303;0,2989423052741653;0,1593109564246907;0,019658687960844086;0,05784517475544373;0,26740598803667465;0,01841789216016278
0,23137;0,218398;1,059395;0;0,23017589701281832;0,0825752452360041;0,07914025447445107;0,10842970417272656;0,21035616856242745;0,05163837050395673;0,13691366839268015;0,10077069164493568
0,190165;0,213689;0,889915;0;0,025764032767546605;0,17490548099493264;0,13242038282481633;0,08909578082675806;0,1576625333752857;0,16750002547238052;0,10219796665496027;0,15045379708331996
0,246068;0,245231;1,003413;0;0,13165671721702235;0,12552246559657815;0,10614826290229369;0,15386130717336793;0,01901700815200419;0,2342844833422655;0,2262410201221417;0,0032687354943266678
0,263738;0,245812;1,072927;0;0,21774746626636665;0,017189561052871623;0,050852919480287945;0,16953077083131457;0,02183625863102029;0,21225534099421103;0,2223503555540705;0,08823732718985741
0,213716;0,237567;0,899603;0;0,0007663952086451136;0,04047429665365578;0,11478907111532564;0,4753118549842502;0,11953077930578357;0,035989627809519455;0,12024518668086658;0,09289278824195364
0,192307;0,203168;0,946543;0;0,13461919997483837;0,010064429113951478;0,12732380872060664;0,0693175046578224;0,29323451875792295;0,037212781323936205;0,08907131791961835;0,23915643953130364
0,182516;0,233832;0,780541;0;0,01628052198823283;0,41671169452366386;0,1752777120309076;0,010574541990279795;0,05389846203469126;0,1853942535983907;0,010496005830680876;0,13136680800315317
0,190444;0,213079;0,893773;0;0,035028872323108654;0,08004792383621263;0,0038638739331585577;0,1693484720075119;0,29957800422901837;0,28634456889922794;0,1142876472027517;0,011500637569010314
0,253273;0,235457;1,075667;0;0,24734900654370887;0,004336598560825174;0,003897215797592221;0,06811011443479875;0,116834467565264;0,2563278823330723;0,20029383010671228;0,10285088465802644
