Data;Ticker;Close;Retorno_Diario
2015-01-05;AAPL;23,51105499267578;-0,0281718712070497
2015-01-06;AAPL;23,51327514648437;9,443020780164346e-05
2015-01-07;AAPL;23,84298324584961;0,0140222107431311
2015-01-08;AAPL;24,75908088684082;0,0384221064765744
2015-01-09;AAPL;24,78563690185547;0,0010725767703583
2015-01-12;AAPL;24,174903869628903;-0,0246406027266881
2015-01-13;AAPL;24,38954162597656;0,008878536084576
2015-01-14;AAPL;24,29660415649414;-0,0038105459671057
2015-01-15;AAPL;23,63718032836914;-0,0271405758548667
2015-01-16;AAPL;23,453523635864254;-0,0077698223710913
2015-01-20;AAPL;24,057626724243164;0,025757455372511
2015-01-21;AAPL;24,241289138793945;0,0076342698577869
2015-01-22;AAPL;24,871931076049805;0,026015198022065
2015-01-23;AAPL;25,00027656555176;0,0051602543087432
2015-01-26;AAPL;25,026832580566406;0,0010622288495496
2015-01-27;AAPL;24,150558471679688;-0,0350133843771806
2015-01-28;AAPL;25,51585960388184;0,056532901042565
2015-01-29;AAPL;26,31026077270508;0,0311336236033523
2015-01-30;AAPL;25,92523193359375;-0,0146341703884124
2015-02-02;AAPL;26,250511169433597;0,0125468206677197
2015-02-03;AAPL;26,25494384765625;0,0001688606440479
2015-02-04;AAPL;26,456302642822266;0,0076693668184701
2015-02-05;AAPL;26,6451358795166;0,0071375520322589
2015-02-06;AAPL;26,42075729370117;-0,0084209961183917
2015-02-09;AAPL;26,596263885498047;0,0066427540227516
2015-02-10;AAPL;27,107213973999023;0,0192113482818756
2015-02-11;AAPL;27,74257469177246;0,0234388055660337
2015-02-12;AAPL;28,09357643127441;0,0126520967646903
2015-02-13;AAPL;28,231311798095703;0,0049027352269737
2015-02-17;AAPL;28,397926330566406;0,0059017637459533
2015-02-18;AAPL;28,595651626586918;0,0069626667003388
2015-02-19;AAPL;28,535659790039062;-0,0020979356348037
2015-02-20;AAPL;28,7689266204834;0,0081745728734039
2015-02-23;AAPL;29,54646110534668;0,0270268854698831
2015-02-24;AAPL;29,36207771301269;-0,0062404560626253
2015-02-25;AAPL;28,61119842529297;-0,0255730978937825
2015-02-26;AAPL;28,97330093383789;0,0126559713844358
2015-02-27;AAPL;28,537891387939453;-0,0150279578737928
2015-03-02;AAPL;28,67783737182617;0,0049038656004507
2015-03-03;AAPL;28,737829208374023;0,0020919233124179
2015-03-04;AAPL;28,55566024780273;-0,0063389951708046
2015-03-05;AAPL;28,082475662231445;-0,0165706056685451
2015-03-06;AAPL;28,12467765808105;0,0015027875874336
2015-03-09;AAPL;28,244644165039062;0,004265524690326
2015-03-10;AAPL;27,660377502441406;-0,0206859275402327
2015-03-11;AAPL;27,156089782714844;-0,0182314113277034
2015-03-12;AAPL;27,647050857543945;0,0180792256454243
2015-03-13;AAPL;27,45599174499512;-0,0069106507429415
2015-03-16;AAPL;27,75812530517578;0,0110042850750688
2015-03-17;AAPL;28,222431182861328;0,0167268456562148
2015-03-18;AAPL;28,54010963439941;0,0112562397434776
2015-03-19;AAPL;28,324617385864254;-0,0075505052817114
2015-03-20;AAPL;27,96917724609375;-0,0125488063943943
2015-03-23;AAPL;28,26019287109375;0,0104048689898679
2015-03-24;AAPL;28,144678115844727;-0,00408754306016
2015-03-25;AAPL;27,409343719482425;-0,0261269428392691
2015-03-26;AAPL;27,60039520263672;0,0069703049116969
2015-03-27;AAPL;27,38046264648437;-0,0079684567752614
2015-03-30;AAPL;28,073583602905277;0,025314435529083
2015-03-31;AAPL;27,642602920532227;-0,0153518228548651
2015-04-01;AAPL;27,60262107849121;-0,0014463848486322
2015-04-02;AAPL;27,8403263092041;0,0086116905360889
2015-04-06;AAPL;28,291296005249023;0,0161984342796954
2015-04-07;AAPL;27,99361038208008;-0,0105221628275252
2015-04-08;AAPL;27,902530670166016;-0,00325358932524
2015-04-09;AAPL;28,11579704284668;0,0076432627277314
2015-04-10;AAPL;28,23575782775879;0,0042666684757077
2015-04-13;AAPL;28,18022346496582;-0,0019668097145376
2015-04-14;AAPL;28,05803680419922;-0,004335901059071
2015-04-15;AAPL;28,164670944213867;0,003800484715263
2015-04-16;AAPL;28,02915954589844;-0,004811396468428
2015-04-17;AAPL;27,713685989379883;-0,0112551914374013
2015-04-20;AAPL;28,346834182739254;0,0228460477470229
2015-04-21;AAPL;28,193553924560547;-0,0054073148765249
2015-04-22;AAPL;28,573427200317383;0,013473763427388
2015-04-23;AAPL;28,806686401367188;0,0081635009834317
2015-04-24;AAPL;28,94220733642578;0,0047044957955373
2015-04-27;AAPL;29,46870422363281;0,0181913176520023
2015-04-28;AAPL;29,004409790039062;-0,0157555089653858
2015-04-29;AAPL;28,57787322998047;-0,0147059210356722
2015-04-30;AAPL;27,80255508422852;-0,0271300155722779
2015-05-01;AAPL;28,64673614501953;0,0303634345200844
2015-05-04;AAPL;28,591205596923828;-0,0019384598585537
2015-05-05;AAPL;27,946964263916016;-0,0225328495094004
2015-05-06;AAPL;27,77145195007324;-0,0062801924454237
2015-05-07;AAPL;27,943227767944336;0,0061853380291354
2015-05-08;AAPL;28,46970558166504;0,0188409806516576
2015-05-11;AAPL;28,179702758789062;-0,0101863653645488
2015-05-12;AAPL;28,079309463500977;-0,0035626101576523
2015-05-13;AAPL;28,110538482666016;0,0011121719074194
2015-05-14;AAPL;28,76639938354492;0,0233314954561731
2015-05-15;AAPL;28,726242065429688;-0,0013959799966556
2015-05-18;AAPL;29,043018341064453;0,0110274178889548
2015-05-19;AAPL;29,016252517700195;-0,0009215923444986
2015-05-20;AAPL;29,014015197753903;-7,710575116215423e-05
2015-05-21;AAPL;29,31071662902832;0,0102261417198603
2015-05-22;AAPL;29,56726455688477;0,0087527006283554
2015-05-26;AAPL;28,91585922241211;-0,0220313019900576
2015-05-27;AAPL;29,455724716186523;0,0186702214041758
2015-05-28;AAPL;29,39772605895996;-0,0019690113818415
2015-05-29;AAPL;29,06308937072754;-0,0113830807036324
2015-06-01;AAPL;29,1210994720459;0,0019960060191257
2015-06-02;AAPL;28,99172019958496;-0,0044428017762561
2015-06-03;AAPL;29,027402877807617;0,0012307885829818
2015-06-04;AAPL;28,85786247253418;-0,00584070183568
2015-06-05;AAPL;28,69947624206543;-0,0054884948814034
2015-06-08;AAPL;28,509859085083008;-0,0066069901549107
2015-06-09;AAPL;28,425085067749023;-0,0029734982933794
2015-06-10;AAPL;28,75078392028809;0,0114581487359768
2015-06-11;AAPL;28,68608665466309;-0,0022502783160408
2015-06-12;AAPL;28,36931800842285;-0,0110425883479209
2015-06-15;AAPL;28,31354331970215;-0,0019660214850474
2015-06-16;AAPL;28,46524810791016;0,0053580290709303
2015-06-17;AAPL;28,3983154296875;-0,0023513822176752
2015-06-18;AAPL;28,52770233154297;0,0045561470776611
2015-06-19;AAPL;28,24216079711914;-0,0100092720789541
2015-06-22;AAPL;28,46746635437012;0,007977631699978
2015-06-23;AAPL;28,33808898925781;-0,0045447446394344
2015-06-24;AAPL;28,579010009765625;0,0085016678647293
2015-06-25;AAPL;28,44293212890625;-0,0047614623744096
2015-06-26;AAPL;28,275619506835938;-0,0058823971210856
2015-06-29;AAPL;27,78038024902344;-0,0175147093662357
2015-06-30;AAPL;27,98115921020508;0,0072273654781489
2015-07-01;AAPL;28,24216079711914;0,0093277617611664
2015-07-02;AAPL;28,206470489501957;-0,001263724396783
2015-07-06;AAPL;28,108306884765625;-0,003480180364036
2015-07-07;AAPL;28,039161682128903;-0,0024599561588747
2015-07-08;AAPL;27,343141555786133;-0,0248231432249413
2015-07-09;AAPL;26,78543281555176;-0,0203966592169566
2015-07-10;AAPL;27,501523971557617;0,026734350754642
2015-07-13;AAPL;28,03246307373047;0,0193058065699178
2015-07-14;AAPL;28,02131080627441;-0,0003978340193196
2015-07-15;AAPL;28,291231155395508;0,0096326810329177
2015-07-16;AAPL;28,668251037597656;0,0133263865446959
2015-07-17;AAPL;28,91585922241211;0,0086370174619205
2015-07-20;AAPL;29,46241950988769;0,0189017481123976
2015-07-21;AAPL;29,167951583862305;-0,0099946959864095
2015-07-22;AAPL;27,934303283691406;-0,042294649887359
2015-07-23;AAPL;27,920921325683597;-0,0004790510746557
2015-07-24;AAPL;27,773683547973636;-0,0052733853583306
2015-07-27;AAPL;27,387752532958984;-0,0138955646393834
2015-07-28;AAPL;27,523836135864254;0,0049687758329752
2015-07-29;AAPL;27,436830520629883;-0,003161100611299
2015-07-30;AAPL;27,29852294921875;-0,0050409456481184
2015-07-31;AAPL;27,059823989868164;-0,0087440247149861
2015-08-03;AAPL;26,42180824279785;-0,023577971065488
2015-08-04;AAPL;25,574098587036133;-0,0320837108486997
2015-08-05;AAPL;25,74364280700684;0,0066295286769813
2015-08-06;AAPL;25,79966163635254;0,0021760257383021
2015-08-07;AAPL;25,88705825805664;0,0033875103842817
2015-08-10;AAPL;26,82825088500977;0,0363576508991787
2015-08-11;AAPL;25,432151794433597;-0,0520383940257633
2015-08-12;AAPL;25,824316024780277;0,0154200176814183
2015-08-13;AAPL;25,804141998291016;-0,0007812027420164
2015-08-14;AAPL;25,985658645629883;0,0070343996460293
2015-08-17;AAPL;26,254568099975582;0,0103483793892953
2015-08-18;AAPL;26,106664657592773;-0,0056334365059674
2015-08-19;AAPL;25,77277565002441;-0,0127894164937401
2015-08-20;AAPL;25,243911743164062;-0,0205202541643918
2015-08-21;AAPL;23,699926376342773;-0,0611626828096241
2015-08-24;AAPL;23,108327865600582;-0,0249620400227369
2015-08-25;AAPL;23,24725914001465;0,0060121734130698
2015-08-26;AAPL;24,580604553222656;0,0573549511870399
2015-08-27;AAPL;25,30442237854004;0,0294467055824503
2015-08-28;AAPL;25,387340545654297;0,0032768251285821
2015-08-31;AAPL;25,268577575683597;-0,0046780390311907
2015-09-01;AAPL;24,13915252685547;-0,0446968194171322
2015-09-02;AAPL;25,1744441986084;0,0428884846144097
2015-09-03;AAPL;24,73298454284668;-0,0175360239248547
2015-09-04;AAPL;24,48648834228516;-0,0099662942066089
2015-09-08;AAPL;25,167724609375;0,0278209050463733
2015-09-09;AAPL;24,683691024780277;-0,0192323140890704
2015-09-10;AAPL;25,225988388061523;0,0219698651525346
2015-09-11;AAPL;25,59350204467773;0,0145688506219301
2015-09-14;AAPL;25,839996337890625;0,0096311279629726
2015-09-15;AAPL;26,057371139526367;0,0084123387168206
2015-09-16;AAPL;26,08650779724121;0,0011181733398517
2015-09-17;AAPL;25,528514862060547;-0,0213900971152479
2015-09-18;AAPL;25,42319869995117;-0,0041254323911295
2015-09-21;AAPL;25,817596435546875;0,0155133010700365
2015-09-22;AAPL;25,411989212036133;-0,0157104951471115
2015-09-23;AAPL;25,61816024780273;0,0081131403782019
2015-09-24;AAPL;25,770526885986328;0,005947602665834
2015-09-25;AAPL;25,70554542541504;-0,0025215417930249
2015-09-28;AAPL;25,19685935974121;-0,019788962157982
2015-09-29;AAPL;24,439428329467773;-0,030060533317245
2015-09-30;AAPL;24,717300415039062;0,0113698275518272
2015-10-01;AAPL;24,555957794189453;-0,006527517898008
2015-10-02;AAPL;24,735227584838867;0,0073004601226278
2015-10-05;AAPL;24,82487297058105;0,0036241989460057
2015-10-06;AAPL;24,943639755249023;0,0047841849909449
2015-10-07;AAPL;24,82487297058105;-0,004761405545996
2015-10-08;AAPL;24,53802490234375;-0,0115548655003083
2015-10-09;AAPL;25,125152587890625;0,0239272593406976
2015-10-12;AAPL;25,008621215820312;-0,0046380363925222
2015-10-13;AAPL;25,05119514465332;0,0017023700933211
2015-10-14;AAPL;24,697134017944336;-0,0141335024003655
2015-10-15;AAPL;25,066883087158203;0,0149713350927769
2015-10-16;AAPL;24,88313102722168;-0,0073304710161854
2015-10-19;AAPL;25,037755966186523;0,006214046728914
2015-10-20;AAPL;25,494903564453125;0,0182583294958214
2015-10-21;AAPL;25,492656707763672;-8,812964064652817e-05
2015-10-22;AAPL;25,882577896118164;0,0152954316540787
2015-10-23;AAPL;26,68483161926269;0,0309958971770294
2015-10-26;AAPL;25,833282470703125;-0,0319113555112288
2015-10-27;AAPL;25,66969871520996;-0,0063322868736747
2015-10-28;AAPL;26,72740173339844;0,0412043409594737
2015-10-29;AAPL;27,00975799560547;0,0105642989551879
2015-10-30;AAPL;26,77895164489746;-0,008545295028025
2015-11-02;AAPL;27,15542221069336;0,0140584504870873
2015-11-03;AAPL;27,46691131591797;0,0114706043900856
2015-11-04;AAPL;27,33917808532715;-0,004650440274178
2015-11-05;AAPL;27,2131404876709;-0,0046101458230703
2015-11-06;AAPL;27,244651794433597;0,0011579445149658
2015-11-09;AAPL;27,134376525878903;-0,0040475932446021
2015-11-10;AAPL;26,27917861938477;-0,0315171386259238
2015-11-11;AAPL;26,130653381347656;-0,0056518219305207
2015-11-12;AAPL;26,04288482666016;-0,0033588350588336
2015-11-13;AAPL;25,282203674316406;-0,0292087899403924
