ISO;Pais;Ano;Forca_Trabalho;PIB_pc_USD
NLD;Netherlands;2010;9106986,0;51305,7338533973
NLD;Netherlands;2011;9149140,0;54701,7728030611
NLD;Netherlands;2012;9255457,0;50473,9442002689
NLD;Netherlands;2013;9298757,0;52602,2860520766
NLD;Netherlands;2014;9275880,0;53457,2234864322
NLD;Netherlands;2015;9385800,0;45793,8135434697
NLD;Netherlands;2016;9434786,0;46808,5291492503
NLD;Netherlands;2017;9491538,0;49513,6817346384
NLD;Netherlands;2018;9608481,0;53955,0770024266
NLD;Netherlands;2019;9742856,0;53554,9007491475
NLD;Netherlands;2020;9793423,0;53467,9277413737
NLD;Netherlands;2021;9858813,0;60141,9880911492
NLD;Netherlands;2022;10073395,0;59123,318556487
NOR;Norway;2000;2399174,0;38178,2368777076
NOR;Norway;2001;2421786,0;38601,897639231
NOR;Norway;2002;2442913,0;43170,557174499
NOR;Norway;2003;2462624,0;50250,3298214345
NOR;Norway;2004;2490257,0;57768,6980958462
NOR;Norway;2005;2522881,0;67047,1704558264
NOR;Norway;2006;2559325,0;74434,4996835671
NOR;Norway;2007;2601653,0;85502,2677087731
NOR;Norway;2008;2640107,0;97503,5407803783
NOR;Norway;2009;2662239,0;80347,5700665184
NOR;Norway;2010;2672715,0;88163,2085931423
NOR;Norway;2011;2706107,0;101221,813476644
NOR;Norway;2012;2745427,0;102175,919298374
NOR;Norway;2013;2778579,0;103553,840134417
NOR;Norway;2014;2799152,0;97666,6951838749
NOR;Norway;2015;2832644,0;74809,9658049898
NOR;Norway;2016;2845954,0;70867,3609970749
NOR;Norway;2017;2848702,0;76131,8384032764
NOR;Norway;2018;2883492,0;82792,8427113304
NOR;Norway;2019;2911217,0;76430,5889473338
NOR;Norway;2020;2925043,0;68340,0181033702
NOR;Norway;2021;2948722,0;93072,8925119571
NOR;Norway;2022;2995482,0;109269,520580298
PER;Peru;2000;11421931,0;1945,41338451698
PER;Peru;2001;12219945,0;1929,57273038846
PER;Peru;2002;12684823,0;2007,37019626753
PER;Peru;2003;13141432,0;2129,44114197634
PER;Peru;2004;13589275,0;2397,25147277714
PER;Peru;2005;14025537,0;2706,66947297608
PER;Peru;2006;14840428,0;3129,55996496982
PER;Peru;2007;15475880,0;3581,0893081917
PER;Peru;2008;15688718,0;4197,58444634142
PER;Peru;2009;15961805,0;4181,18755462253
PER;Peru;2010;16300474,0;5072,11494019615
PER;Peru;2011;16389689,0;5861,35793645245
PER;Peru;2012;16569598,0;6519,37852981527
PER;Peru;2013;16673246,0;6746,80025696601
PER;Peru;2014;16746275,0;6667,13410360861
PER;Peru;2015;16759049,0;6231,71150338894
PER;Peru;2016;16939632,0;6217,03599995447
PER;Peru;2017;17644346,0;6736,16693725487
PER;Peru;2018;18124121,0;6978,49121548627
PER;Peru;2019;18599717,0;7037,00803692604
PER;Peru;2020;16861243,0;6133,32552410183
PER;Peru;2021;17853296,0;6826,20255614477
PER;Peru;2022;18756175,0;7350,63034300417
PHL;Philippines;2000;29661770,0;1050,79273107952
PHL;Philippines;2001;30515119,0;969,530611744453
PHL;Philippines;2002;31307312,0;1014,90879320106
PHL;Philippines;2003;32101597,0;1027,2301192843
PHL;Philippines;2004;33146452,0;1099,63013023758
PHL;Philippines;2005;34017208,0;1220,46018559867
PHL;Philippines;2006;34684599,0;1426,14649179546
PHL;Philippines;2007;35381465,0;1712,65543282793
PHL;Philippines;2008;36070857,0;1959,29233534978
PHL;Philippines;2009;37120751,0;1864,45043406471
PHL;Philippines;2010;38110500,0;2162,91375885614
PHL;Philippines;2011;39596984,0;2383,91892522087
PHL;Philippines;2012;40289936,0;2614,61644401308
PHL;Philippines;2013;41114722,0;2781,27957677397
PHL;Philippines;2014;42543143,0;2866,83803761407
PHL;Philippines;2015;42976583,0;2909,85818010301
PHL;Philippines;2016;44089437,0;2985,19564024046
PHL;Philippines;2017;43266495,0;3038,12124959289
PHL;Philippines;2018;44041398,0;3168,51036609727
PHL;Philippines;2019;45267971,0;3400,78949767074
PHL;Philippines;2020;42533348,0;3227,57910235199
PHL;Philippines;2021;44699749,0;3484,38593882819
PHL;Philippines;2022;49481401,0;3548,06930572116
POL;Poland;2000;17100972,0;4520,64100449111
POL;Poland;2001;17478771,0;5015,23790036613
POL;Poland;2002;17337681,0;5223,45178967082
POL;Poland;2003;17315310,0;5720,81366178104
POL;Poland;2004;17306665,0;6711,72715262967
POL;Poland;2005;17466080,0;8043,92332253757
POL;Poland;2006;17355521,0;9068,85528307627
POL;Poland;2007;17361678,0;11272,5293683383
POL;Poland;2008;17601086,0;14048,5604672654
POL;Poland;2009;17886033,0;11556,3026866026
POL;Poland;2010;18144753,0;12567,7317676382
POL;Poland;2011;18210344,0;13867,6669408192
POL;Poland;2012;18334357,0;13087,420943321
POL;Poland;2013;18319899,0;13621,9023794031
POL;Poland;2014;18420604,0;14262,2841914116
POL;Poland;2015;18407499,0;12637,5220324406
POL;Poland;2016;18466235,0;12464,0110508476
POL;Poland;2017;18534927,0;13913,3402919927
POL;Poland;2018;18503688,0;15658,2120316794
POL;Poland;2019;18454120,0;15874,5220531254
POL;Poland;2020;18197725,0;16150,9304813473
POL;Poland;2021;18351011,0;18635,5104895754
POL;Poland;2022;18378935,0;18891,2121169279
SGP;Singapore;2000;2138100,0;23852,8389514753
SGP;Singapore;2001;2205923,0;21699,7414868907
SGP;Singapore;2002;2200772,0;22159,8373710639
SGP;Singapore;2003;2176377,0;23730,3840054566
SGP;Singapore;2004;2211220,0;27608,080013423
SGP;Singapore;2005;2301785,0;29961,3172812732
SGP;Singapore;2006;2426201,0;33768,4528234651
SGP;Singapore;2007;2530038,0;39432,8860198877
SGP;Singapore;2008;2737323,0;40008,5720489092
SGP;Singapore;2009;2837096,0;38926,8054365453
SGP;Singapore;2010;2936802,0;47236,683084953
SGP;Singapore;2011;3012462,0;53891,4570264372
SGP;Singapore;2012;3125729,0;55547,5553077786
SGP;Singapore;2013;3179345,0;56967,4257940383
SGP;Singapore;2014;3266959,0;57564,8023114977
SGP;Singapore;2015;3360400,0;55645,6068614606
SGP;Singapore;2016;3396546,0;57005,5887176547
SGP;Singapore;2017;3388507,0;61236,251270627
SGP;Singapore;2018;3390276,0;66881,6067035265
SGP;Singapore;2019;3454121,0;65952,0378959293
SGP;Singapore;2020;3431193,0;61410,0792630788
SGP;Singapore;2021;3385810,0;80056,1288247844
SGP;Singapore;2022;3459003,0;90299,0694637269
SWE;Sweden;2000;4486411,0;29632,5890811623
SWE;Sweden;2001;4557682,0;27259,3174300217
SWE;Sweden;2002;4579075,0;29957,7776664916
SWE;Sweden;2003;4605791,0;37292,2419727801
SWE;Sweden;2004;4619761,0;42758,0048564929
SWE;Sweden;2005;4715768,0;43378,4077394363
SWE;Sweden;2006;4766168,0;46531,3762240485
SWE;Sweden;2007;4842914,0;53568,3057787832
SWE;Sweden;2008;4903302,0;55817,1759726485
SWE;Sweden;2009;4912061,0;46707,6425044751
SWE;Sweden;2010;4942519,0;52542,5759090299
SWE;Sweden;2011;5002813,0;60379,4814599322
SWE;Sweden;2012;5032178,0;57749,5615420853
SWE;Sweden;2013;5090081,0;60843,9888799369
SWE;Sweden;2014;5132346,0;59583,4584491714
SWE;Sweden;2015;5177451,0;51188,1652120493
SWE;Sweden;2016;5244169,0;51703,5088332851
SWE;Sweden;2017;5331498,0;53210,2233318965
SWE;Sweden;2018;5397382,0;54018,4554391861
SWE;Sweden;2019;5458324,0;51648,9892820514
SWE;Sweden;2020;5463932,0;52568,5726980146
SWE;Sweden;2021;5504637,0;60647,5416365347
SWE;Sweden;2022;5586140,0;54836,8907235124
THA;Thailand;2000;35011504,0;2005,97694514234
THA;Thailand;2001;35644475,0;1889,93432467144
THA;Thailand;2002;36072920,0;2089,75183111554
THA;Thailand;2003;36488833,0;2347,54001286066
THA;Thailand;2004;37013784,0;2641,56268717857
THA;Thailand;2005;37537474,0;2867,70383436062
THA;Thailand;2006;37757576,0;3331,32043511773
THA;Thailand;2007;38463790,0;3918,52817434581
THA;Thailand;2008;38958286,0;4309,13509292986
THA;Thailand;2009;39417409,0;4135,43986952819
THA;Thailand;2010;39244294,0;4973,86288823778
THA;Thailand;2011;40584009,0;5373,6232832898
THA;Thailand;2012;40844641,0;5725,52802835463
THA;Thailand;2013;39678084,0;6018,08244729255
THA;Thailand;2014;39964948,0;5801,1978916205
THA;Thailand;2015;40014953,0;5688,85335397884
THA;Thailand;2016;39822992,0;5833,57715617098
THA;Thailand;2017;39720340,0;6413,09182530343
THA;Thailand;2018;40193292,0;7099,77650081458
THA;Thailand;2019;39952678,0;7605,69657797759
THA;Thailand;2020;40252215,0;6985,64393892574
THA;Thailand;2021;40439671,0;7057,20754802279
THA;Thailand;2022;40754371,0;6909,35281815827
USA;United States;2000;147139887,0;36329,9560727102
USA;United States;2001;148213470,0;37133,623113437
USA;United States;2002;149241895,0;37997,7596573051
USA;United States;2003;149992325,0;39490,2749557007
USA;United States;2004;151218126,0;41724,6316287624
USA;United States;2005;153120588,0;44123,4070679055
USA;United States;2006;155267046,0;46302,0008800056
USA;United States;2007;156588966,0;48050,2237771135
USA;United States;2008;158272885,0;48570,0459804586
USA;United States;2009;158353162,0;47194,9433547336
USA;United States;2010;158330168,0;48642,6100179312
USA;United States;2011;158537150,0;50024,868799398
USA;United States;2012;159682753,0;51708,4011556577
USA;United States;2013;160132463,0;53179,0127634561
USA;United States;2014;160876331,0;54973,4207515712
USA;United States;2015;161927418,0;56572,9188996063
USA;United States;2016;163886456,0;57638,1018367192
USA;United States;2017;165597316,0;59635,0984397965
USA;United States;2018;167002008,0;62499,8744390068
USA;United States;2019;168920514,0;64746,4506778863
USA;United States;2020;166565059,0;63515,9491807833
USA;United States;2021;167182196,0;70205,050916026
USA;United States;2022;169494100,0;76657,2488844403
ZAF;South Africa;2000;17579103,0;3217,84693448467
ZAF;South Africa;2001;17886684,0;2847,15191945908
ZAF;South Africa;2002;18213750,0;2688,23676032806
ZAF;South Africa;2003;18543438,0;4062,21755993786
ZAF;South Africa;2004;18856474,0;5221,46333731721
ZAF;South Africa;2005;19148046,0;5836,87663325127
ZAF;South Africa;2006;19425615,0;6077,38293388876
ZAF;South Africa;2007;19701783,0;6591,85535960564
ZAF;South Africa;2008;19985153,0;6184,75474328399
ZAF;South Africa;2009;19627941,0;6374,70560042992
ZAF;South Africa;2010;19313604,0;7973,47195771517
ZAF;South Africa;2011;19595642,0;8646,05571071635
ZAF;South Africa;2012;20077789,0;8076,97678479741
ZAF;South Africa;2013;20696420,0;7331,65467384919
ZAF;South Africa;2014;21191119,0;6856,73137092522
ZAF;South Africa;2015;22199948,0;6112,27382485974
ZAF;South Africa;2016;22454382,0;5651,20585165749
ZAF;South Africa;2017;22888401,0;6618,33508255701
ZAF;South Africa;2018;23325105,0;6914,1780318076
ZAF;South Africa;2019;23899064,0;6533,71121032856
ZAF;South Africa;2020;22347803,0;5580,60383075189
ZAF;South Africa;2021;23480812,0;6828,75624590017
ZAF;South Africa;2022;24587967,0;6534,24867783397
